""	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
RP11-54O7.1	-0.0262161467092222	0.0312562239004544	0.0443707275605798	0.0795937703571522	0.0762568614369255	0.00604646017678823	0.0423602510904648	-0.0532118411234331
RP11-54O7.2	-0.0216457385094428	-4.44834268735636e-05	0.0105670703963306	0.0237009447927113	0.0218182644877081	-0.00139967070777024	0.00978288418013089	-0.0219728137722859
RP11-54O7.3	-0.00938671780898117	0.00448679914091171	0.00777886339064868	0.0346974704927907	0.0313123838987198	0.00422886293718023	0.0208663099389122	-0.0253435836678296
SAMD11	-0.0607705708099802	-0.0129260320861244	0.0295489632629346	0.116762596139697	0.110133859298503	0.0494897080509691	0.0158056996588811	-0.0929516464304132
NOC2L	0.00101757343074966	0.244126810092432	0.267077649061444	0.334608284074531	0.323038183526034	0.0176675480249233	0.275711213774405	-0.231997163927331
KLHL17	0.0147907682949549	0.0875399147796314	0.0778893049573708	0.100089961010361	0.0962859544267046	-0.0296947210717467	0.114608146394192	-0.0594501365087278
PLEKHN1	0.0601110102507107	-0.0158540018858262	-0.0157256071652819	-0.0256966168997259	-0.0286436185580271	-0.00423926365803769	0.00235345169230836	0.0454186301702642
RP11-54O7.17	0.0331982308207174	0.0417114585308744	0.0281498399436664	0.0217176100637241	0.0159512422946371	-0.0148722365556706	0.0342362030890488	0.00515118785336537
HES4	0.126222667466647	0.376861820313861	0.297892353253903	0.285313918643197	0.275066252723088	-0.0767624529894646	0.394289448597303	-0.146686084297952
RP11-54O7.11	-0.00520217613476783	-0.000854173769158929	0.00643683392740691	-0.000491725527583871	-0.000851514885812029	0.0148196681153704	0.00243968275304158	-0.00728538183926894
ISG15	0.229030404204164	0.192568371708274	0.0846406088942602	-0.00433622762939601	-0.0255502271756146	-0.00798308567353125	0.180933524019037	0.146852955750361
AGRN	0.0450250287681624	0.270724397471712	0.242193054641413	0.226378294183373	0.21513866481967	-0.054043738265598	0.281360450856238	-0.120066751284605
RP11-54O7.18	-0.00713893636790524	-0.0105289192460967	-0.00950779007878578	-0.00745472353471081	-0.0027269207697172	0.00696889755487789	-0.00523701942967406	0.00326402792032241
RNF223	-0.00507165241999348	0.00422091552513207	0.000703247456544758	0.0114313654285367	0.010710039009742	-0.00448516000777392	0.00374655190322574	-0.0155180968129707
C1orf159	0.0197430108978866	0.130971706394145	0.126857446710369	0.154162243350563	0.142774062104237	-0.0367671276456813	0.145814538960577	-0.0884600806001921
RP11-465B22.8	0.0126251662319867	0.00878894404128158	0.00766615057355542	0.00245341915027231	0.00776960995291248	0.00528290297472798	0.00430585380354236	-8.99676935039253e-05
TTLL10-AS1	-0.0128780350747198	-0.00598005256744024	-0.00116954047332126	0.00573007377810642	0.00341088650842556	0.000232627097132175	-0.00471844651737479	-0.00558335406570063
TTLL10	-0.017951677191277	-0.00166310094459933	0.0112227651765052	0.0127955275451013	0.010912187881432	0.0132423964895015	-0.00492993739743275	-0.0164127058498075
TNFRSF18	0.0280143097168424	-0.0287943734472492	-0.0444270385134886	-0.0241479191887366	-0.0343854949600129	-0.00282906235545427	0.00871479199891643	0.0439089978167282
TNFRSF4	0.0264469627953576	-0.044500470551254	-0.0646390812428622	-0.0694837388083741	-0.072879423783833	0.0171104311706874	-0.0484542783852099	0.088079903870501
SDF4	0.125147256871271	0.316848503185938	0.27343783023412	0.253205123649894	0.236427157314937	-0.0168355114367786	0.328038813543952	-0.0763186495267109
B3GALT6	0.090892733989777	0.291169899762925	0.222008684386129	0.219147444818331	0.205083587415388	-0.110937647257339	0.336123585190786	-0.0918319582773277
FAM132A	0.0381246714920642	0.0353519333570142	0.0140041254815637	0.0217371238691607	0.0205060484149938	-0.0173301422155086	0.0439820533756071	0.00429684007672091
RP5-902P8.12	0.0143773847860391	0.00382865742075024	-0.000816339968930791	0.0026963821008708	-0.0016758744751393	-0.0129160177207036	0.00809929954240697	0.00148354829770247
UBE2J2	0.0546738954807626	0.241671683442692	0.245806177580961	0.313930796515959	0.294262322255911	0.0176895828382691	0.273014847346791	-0.163066527605383
RP5-902P8.10	0.0117489744864039	0.0309172801301918	0.020773595863616	0.0187095906894223	0.0110041103792202	-0.0187710923976437	0.0357033492446535	-0.0035957531621589
SCNN1D	0.00401424552216857	0.0895532329272517	0.0881433940872637	0.0783305999438448	0.0748229065949974	-0.012866375050937	0.0934332339287703	-0.0529308215599702
ACAP3	-0.186826145144926	0.222797318013292	0.342703585955719	0.435033876465318	0.431050632820888	0.0400591262331653	0.268082885589454	-0.352058024461791
PUSL1	0.11935778094093	0.241559816307037	0.184712275650028	0.163630013778929	0.143395427175129	-0.0676288899209362	0.254130027213375	-0.0487333566002066
CPSF3L	0.0906611304838606	0.22677683258574	0.217379011110809	0.219999148202352	0.193457322064973	0.0262575589373159	0.223876820009999	-0.111863336950791
TAS1R3	-0.000635227829376889	-0.00641671200888924	-0.00331376158078955	0.00254406473212872	0.0048305420409434	0.00610058996956779	0.0082442895145478	-0.00644861193140281
DVL1	0.0453687748967745	0.171801703613863	0.155616205230802	0.135794083650189	0.128120626456166	-0.0123603206922365	0.18326962543244	-0.0779564176975218
MXRA8	0.131152219474715	0.21831392480138	0.155603894200777	0.102338722256313	0.0888176468961427	0.0134904790963723	0.174409251201932	-0.0369631153326117
AURKAIP1	0.0824526444307625	0.337612621901528	0.3201015675829	0.334033034526231	0.301871582823366	0.0963138213067026	0.34494686806771	-0.17545850538224
CCNL2	0.0679330229703979	0.234083309522761	0.237926810853897	0.283309600623569	0.276392276748256	0.0145458883863785	0.274533508320061	-0.174525584977403
MRPL20	0.0261444160112298	0.252424378596351	0.273227043959482	0.303055941985627	0.246937967370783	0.131301051711093	0.225514149578422	-0.171449371985708
RP4-758J18.13	-0.00183424703268495	0.0496941661027995	0.0434574894721604	0.0433220463624747	0.0390339812917525	-0.00623698997383491	0.0429148562908161	-0.0313893947322267
ANKRD65	0.0197157182619454	0.127916828417353	0.125860841351665	0.079406605259638	0.0805110257875755	0.0303133963503735	0.134692017872424	-0.0506173761504471
TMEM88B	-0.0164754993978701	0.00902995629674177	0.0283002598766885	0.0144040351237372	0.0130717676980225	0.0307654306614637	0.00254322139383851	-0.0172603428931193
RP4-758J18.10	0.0011472667093086	0.0158750893839375	0.0166303006909298	0.0164360957309785	0.0157568764937368	0.0122940239484289	0.0113311661873841	-0.013257168875204
VWA1	0.0552784057290305	0.39805487498001	0.369784752685134	0.278253963476087	0.268326894563052	-0.0561933864950887	0.416256466736817	-0.168280497920728
ATAD3C	0.0241198335289325	0.0818338123099143	0.0822146114473136	0.05818640239445	0.0514411725262679	0.0388631472095476	0.0587606225404186	-0.0350207151443836
ATAD3B	0.0300802428724477	0.0786664317368006	0.0859662283949206	0.102365504239632	0.0936955625640548	-0.0068914314983747	0.0965198500238825	-0.0541473467355568
ATAD3A	0.0606318987463523	0.239019885455448	0.218760510741201	0.223592476250359	0.215851040869044	-0.0470957846296064	0.25048891338163	-0.132262325713791
TMEM240	-0.00605885810228351	0.00827488192592201	0.0117893464475652	0.0210424769401815	0.0222596696692754	-0.000420261587260608	0.015680578348417	-0.0179030170702555
SSU72	0.0575849816810621	0.200624250936041	0.215371743099089	0.270393574220155	0.236558473912032	0.10529348094963	0.211469027363979	-0.12883613139746
AL645728.1	-0.00946616496837404	0.0441630606964417	0.0500480283299865	0.0735157776387064	0.070621120320662	-0.00349137916737305	0.0463222767301299	-0.0451753559156428
C1orf233	0.0847811067295005	0.11831327743134	0.0632952560431996	0.0576511041800705	0.0467333028809206	-0.0702024338238358	0.142646360156423	0.0117911850134276
RP11-345P4.9	-0.0105387442918743	0.295967767711186	0.31178028182345	0.329402068314535	0.318372525696615	0.00473007180030471	0.295502437561208	-0.236253813405157
MIB2	0.0803891027919309	0.245901873803997	0.212172933200952	0.227071343355275	0.221627402658212	-0.0381898240359944	0.282567865710123	-0.138068834426822
MMP23B	0.0426286985094258	0.0714752981029702	0.0481149072223476	0.0430245224560604	0.0376627383952175	-0.0151709636197923	0.076461302704161	-0.0231860020120312
CDK11B	0.0630878815076462	0.161611420343871	0.140218401454953	0.157654243581478	0.150114675687591	-0.0245314359167162	0.186214789393782	-0.0898691092568413
RP11-345P4.10	0.0198150710822759	0.0602736562226976	0.0504817461895112	0.0596508380282364	0.0516656822359627	-0.0128067498446247	0.059493499861689	-0.0289217747643903
SLC35E2B	0.0529616407155452	0.248081940923001	0.228781207193322	0.245081061125398	0.23065256991225	-0.0488096828816296	0.27617479399547	-0.121987443816398
RP11-345P4.7	-0.00520149539278665	0.0195545722138184	0.0152924430291076	0.0194607273685519	0.017505607404779	-0.00715677299442559	0.0220342635762022	-0.0148478817428381
CDK11A	0.0560313376472838	0.126128254429584	0.131118520760239	0.169406172692481	0.160035216590926	0.0177638112146757	0.151175522889685	-0.0835762983703497
SLC35E2	0.0110232875388046	0.0720349761505181	0.0743137199598533	0.106318843475414	0.100646684656456	-0.0200411173601129	0.100410728808727	-0.0556633414474147
NADK	0.157117190115811	0.246979750170501	0.178654059035519	0.110875855735613	0.100902885376415	-0.0739066353628812	0.2600014025096	0.0122155933454162
GNB1	-0.000888100004647439	0.24641698998526	0.276238622230207	0.34028416626427	0.306999126864613	0.0588158604718085	0.287974049960772	-0.161057763015759
RP1-140A9.1	0.0272509185116487	0.0425180797763583	0.0318529866387921	0.037852024102309	0.0292888485470374	0.00681114005723348	0.043503347233852	-0.016694757115988
CALML6	0.0181193733511181	0.0410235320364405	0.0283593019761825	0.0162297810941895	0.0132020857647095	-0.0204371631170679	0.0449578513699593	-0.00549047820364217
TMEM52	0.045793436662745	0.048958253385752	0.0247662957164491	0.0285489921813584	0.0221127482467453	-0.0286345084057219	0.0581498927090591	-0.0047094530574232
RP11-547D24.1	-0.00664836154308483	-0.00154421805119279	0.0130195101689781	0.0029258558247052	0.000527309630064556	0.0189309563081406	-0.0135705562694012	-0.0155634836603253
GABRD	0.0402387232049275	0.0383241773254922	0.0247667626295633	0.0330687871867807	0.0209348000379605	0.0315613972427851	0.0026083990520835	-0.0206160165388312
PRKCZ	-0.141487468612124	0.0860604210478063	0.203442979336789	0.303763551151656	0.291582027929394	0.117632919581174	0.0957996605129052	-0.250287350581798
RP5-892K4.1	-0.0213799776950159	-0.00296445231414397	0.0183707579803466	0.0203301043666051	0.0255717480014856	0.00887380317112723	-0.00326550154011498	-0.0239089522701648
RP11-181G12.2	-0.0154789054183314	0.0322977551784497	0.0457948841546582	0.0529502030845068	0.0466060107852936	0.0155955451393902	0.0254259901296288	-0.0423615985365075
RP11-181G12.4	0.00566886427903855	0.00495272156282681	0.000717042836183977	0.00801432262215832	0.00551771860134463	-0.012523502964614	0.0118316513519401	-0.00283308266843861
SKI	0.107557598458833	0.174196979732054	0.116931556014838	0.0739941296789036	0.0568148297129546	-0.00712764732265617	0.175563336791028	0.0430185019435123
MORN1	0.0683327051607057	0.142080629379172	0.102702288655561	0.108617939672254	0.0941089218034888	-0.0240436022669594	0.146669666364058	-0.0582687933746385
RER1	0.19863098761713	0.250568138108162	0.17531072130815	0.161945978462898	0.115714560886771	0.0512183019920623	0.237658120799196	0.0265778366057666
PEX10	0.109205944029023	0.372661363351225	0.315174360655669	0.273427123283716	0.245628363147222	-0.0390913145181912	0.349232876930059	-0.138266143008077
PLCH2	-0.0935729818073473	-0.00148362464574915	0.0809938373491536	0.0754843093410324	0.0739074751131438	0.113965126039134	0.0251506431056436	-0.0889719603246381
RP3-395M20.2	-0.00590188060157005	0.0110615279954506	0.00777591120845435	0.00645878110737254	0.00792345470765403	-0.00664231482670584	0.0124146420048226	-0.00776871033406395
PANK4	0.0326278127330882	0.150889380877168	0.140502766422299	0.144249830497548	0.145482757900694	-0.0138825441811895	0.174517075609971	-0.0982389960573859
HES5	-0.0667874982300799	0.0821905564036768	0.0987539547567761	0.0862198124855095	0.095891002463327	0.0488703096549835	0.0467365836476108	-0.0950551485619982
RP3-395M20.12	0.0594442723553872	-0.0319697552561915	-0.0640580955064094	-0.0574189818989322	-0.069583227655156	-0.000331176522576139	-0.0158310057011953	0.103461374912619
TNFRSF14	0.216566175401627	-0.0196912793697485	-0.107167545331366	-0.188119835059227	-0.210190075266723	0.0311767785386988	-0.0494403422818795	0.288487327431555
RP3-395M20.9	0.0133682227864563	-0.0096451565452907	-0.00746160951266408	-0.0100999115058515	-0.00949009507117985	0.0122349805869663	-0.011389178413199	0.0155263139416631
FAM213B	0.0836543309048315	0.223685512117041	0.188806010931677	0.17504349808078	0.160429067938494	-0.0273159320709219	0.218349634465507	-0.0835324397174482
MMEL1	0.0275407408687575	0.00224951006752352	-0.00157919092094235	-0.000296454881690968	-0.006862425986896	0.0300557207542714	-0.020098783969674	0.0255611952879962
RP13-436F16.1	0.008544231718462	-0.00755638663145911	-0.00917221043274234	0.00202517290328675	0.0012712434997065	0.000252809219328774	-0.00526041102994404	-0.00894908647283545
TTC34	0.0269846903788584	0.0597079406924191	0.0404299976878349	0.0458547531380386	0.0411562662205822	-0.0319061724377583	0.0682772571161563	-0.0169842146063744
LINC00982	-0.0205623537984416	0.0692982691527624	0.0757948998508112	0.0629178262344431	0.0660355707252447	0.019847392225879	0.0487914808436194	-0.0637571755706355
PRDM16	0.032021628873767	0.0822451867230934	0.0687980581479088	0.0404790671537883	0.0497492526949112	0.038743306912847	0.0609171831991217	-0.0640705933396064
RP11-22L13.1	0.0098991451614444	-0.00564547280776353	-0.00524062047775617	-0.00451367945614822	-0.00481597059726037	0.000312187897178237	-0.00377684376666753	0.0120232825598646
ARHGEF16	-0.0267769406615765	0.00971693194033172	0.0277636661499788	0.0261220818380326	0.0281189687607763	0.0231103401468255	-0.0104683579237763	-0.0236068558534349
MEGF6	-0.00274676412592722	0.0224212018228656	0.0203151162811175	0.039782242332989	0.0389542797289512	0.0230664677979181	0.0223245264320715	-0.0259196380358561
RP11-46F15.2	0.00143292268922445	0.0240880206506895	0.0243579477523928	0.0254632747920694	0.0294960459776537	-0.00158650455997793	0.0341931972604369	-0.0316534234616649
TPRG1L	0.0564100604868487	0.0955674431456701	0.0731260112516817	0.0643766298055422	0.0534586269547306	0.0137138732853477	0.1165800580005	-0.00960940650675258
WRAP73	0.0808282924713041	0.228782828132119	0.179714922628248	0.178079605696337	0.164844703141117	-0.0547936412885978	0.251375028466092	-0.0829786433948701
TP73	-0.00996437657411652	0.13161522435759	0.125210290607722	0.142029019876471	0.139920581295445	-0.0709993333234992	0.152927864070212	-0.0907797415113259
RP5-1092A11.2	-0.00357500079626701	-0.00345376530373074	-0.00528263711845775	0.00438570663486017	0.00727889859034197	-9.23746907568179e-05	0.000666781101786376	-0.0120489748557039
TP73-AS1	0.0230450367066792	0.125775896380591	0.12829751926891	0.124186186695356	0.117659262039125	0.00632411204955737	0.127478872332754	-0.079352813564816
SMIM1	0.0566651232056486	-0.00321134450812456	-0.0323157355655011	-0.0602275674329766	-0.0668460749423001	0.0291386090807459	-0.0228266352116084	0.105649747369108
LRRC47	-0.00555372923551191	0.21897536654604	0.240064447702474	0.286814130749838	0.286474591688708	-0.00734937262677342	0.257896048794712	-0.205741469007195
RP1-286D6.5	0.00556085336304452	0.00222649150327101	-0.0037289631443056	-0.00510702994743197	-0.00230641423850115	-0.00149056613745043	0.00459259528456415	0.00784819550159654
CEP104	0.0779144095795969	0.201170171379055	0.169056861873141	0.175680110854854	0.166649732567528	-0.0376202849807329	0.245464413325605	-0.08755350465846
DFFB	0.0279722876504723	0.0894425191461568	0.073121921777516	0.0857504850012674	0.0801792570525962	-0.0155508745726146	0.102212486774369	-0.0477840959428827
C1orf174	0.101991740697485	0.191534941858904	0.148753505530217	0.148282980092121	0.132677908325119	-0.0438521004462253	0.223218064612504	-0.0544560590131523
LINC01134	0.0319704119396598	0.0134084342567847	0.00259777635614791	-0.00354624830356261	-0.0120652084274234	-0.0062974906902064	0.0170788769590168	0.0123524155444712
AJAP1	-0.0774107494297472	-0.00193915287862238	0.0619457587689015	0.0741639036468646	0.071982484219159	0.0901862711917397	0.00725328838105522	-0.0772481079338935
RP1-58B11.1	0.00462793808147505	-0.0100448930515824	-0.0100547938986099	0.00497071536679667	0.00153934722434382	0.00492663090763121	-0.00781909222870594	0.00358971097080662
NPHP4	0.0447055430559151	0.101665651354536	0.0687191136551942	0.0709641770055857	0.0684582234635416	-0.0402829985109644	0.121778110173951	-0.0225901166748747
KCNAB2	0.145427678300517	-0.0333680657896133	-0.0629815571838055	-0.111998589201593	-0.129759613512679	-0.00737896893258473	-0.0151645349869614	0.200322838952208
CHD5	-0.00506380413517878	0.0356397981138044	0.0347506837082566	0.0926626724954578	0.082946024911211	-0.0102785007057216	0.0733630967479245	-0.0552392966261112
RPL22	0.132581919248173	0.0878457750060256	0.0303830582084161	-0.0881797780340377	-0.0899907558192791	-0.059398389393354	0.072634490042307	0.135164864743033
RP1-120G22.11	0.00934099543421873	-0.0011997750657296	-0.00451545757861853	-0.00517947393285493	-0.00962067872036103	-0.00139583658788152	0.0105984817670926	0.009812176626321
RNF207	0.052166825553156	0.0459914900413962	0.0153213829374259	0.0208467573699003	0.0154968330048634	-0.0340564667312195	0.0653997641399094	0.0171887050618046
ICMT	0.125101398621661	0.27477228178392	0.197321705798586	0.174769324126844	0.155590329150085	-0.102414062191038	0.299819796310697	-0.0379142974960901
LINC00337	0.0231582654234849	0.0135896399895673	0.00451232966563387	0.00229144001021384	-0.00415408386464747	-0.00764381604623289	0.00315371064681284	0.0110126002960412
GPR153	-0.0220417709419847	0.0911869070425396	0.101755985512527	0.17999157891953	0.166068282920812	-0.0197518673168817	0.141922216927259	-0.104964334298137
ACOT7	-0.0843986769676918	0.135994884437091	0.204723421496132	0.384661945117401	0.349619330592809	0.0660032637687911	0.213839829499831	-0.263577177494516
RP1-202O8.3	0.0152137503941576	0.0527312379333069	0.0419832713266493	0.043599336218576	0.0385639628759697	-0.0150761155329916	0.0644730396654565	-0.0196595939540386
HES2	0.00969333619863599	0.000524677329043613	0.00598561861322991	0.00605422048600097	-0.00188260370609328	-0.00647863788569654	0.00259900739857905	0.00605073581222078
ESPN	0.0254022773090261	0.0236598563121597	0.0203050111959098	0.0335007521416009	0.02667554220444	0.00395720689212316	0.01057635540837	-0.015276350983846
TNFRSF25	-0.00171217506169194	-0.00475957515501378	-0.00718752362618794	0.0507572457021596	0.0404359696487816	0.00505285794449712	0.0260120958384247	-0.0104402318627149
PLEKHG5	-0.00157335311089751	0.0217922075222677	0.0123751425108827	0.0381158465983705	0.0304270814924863	-0.00791287632770354	0.0271254785149638	0.00845582459699172
NOL9	0.0491653266547174	0.169973080555687	0.145271963841943	0.155952083591209	0.148871300897437	-0.0337434524291333	0.198224156566668	-0.0865162557377808
TAS1R1	0.00753827914670563	0.0492826337345596	0.0421536515771749	0.027614691578422	0.0282410073332194	-0.000660586288992001	0.0409067435284427	-0.0199260254725663
ZBTB48	0.0850247900170102	0.163978436951102	0.111878056461204	0.110049819397992	0.0939412847629	-0.0337387261058692	0.179292878714408	-0.0347425788804551
KLHL21	0.103348135745612	0.141413931524569	0.0996734740100365	0.0563499244981508	0.0652791050124658	-0.0194634099428809	0.172749604473821	-0.0244628627623458
PHF13	0.0370350967826063	0.145282478765959	0.129744523207614	0.160873143937185	0.15480437115685	-0.0455724027455108	0.180877322390363	-0.09497788257071
THAP3	0.0844566441192431	0.245085882946615	0.199326918703473	0.203600057307508	0.183336591615098	-0.0727340111468448	0.273350116560176	-0.108040357474366
DNAJC11	0.042223486308051	0.173915658955672	0.153272898670255	0.13893850658192	0.134130843011187	-0.0348910771646736	0.195257912678707	-0.0695549733634097
RP11-242F24.1	0.00276223694301173	0.00712460412732537	0.00142627608286894	-0.00490934991036512	-0.0167083932797718	-0.00625604863956992	-0.00227422810223262	0.00739474605213984
RP11-312B8.1	0.0111390615625743	0.0487099687946566	0.0322919278661693	0.0358725116730396	0.0335186234811033	-0.00432383658403136	0.048602767223328	-0.0150922918890721
CAMTA1	0.12060402466181	0.347771454637286	0.291725643782405	0.255490128160603	0.228270616587569	0.017613386237084	0.351212187332243	-0.102511304197256
RP3-453P22.2	0.00853973333385715	-0.00738364865869566	-0.00721271319659592	-0.00181464848775183	-0.0048249673665435	0.00336299239092868	-0.0116697095039172	-0.00319835150406455
RP4-549F15.1	-0.0104893332216014	0.00652895556429322	0.0120817669348992	0.0125981768834848	0.0133575033546655	-0.0004885245768524	0.0028690697408058	-0.0134618659789923
RP11-338N10.1	-0.00821714799540078	0.0128118546075607	0.0155628260841818	0.0269935262389	0.0262400793009187	-0.00506099512369553	0.0110664287543947	-0.0197698284425639
RP11-338N10.2	-0.0141894871958896	0.00801634899966292	0.0111822981188882	0.0219907880230255	0.022953524686047	-0.00375774342653902	0.0170808010440064	-0.0192868337352055
RP11-338N10.3	-0.0110758391320121	0.0255001601817272	0.0288123029583451	0.0372053493375903	0.0349800644803064	-0.00583452588665961	0.0376254147089537	-0.0286178812047803
VAMP3	0.274838297232222	0.274266012601253	0.149712263169689	0.0112937174957515	-0.0269508663860841	0.0165007249254521	0.231358739877433	0.145145886567995
PER3	0.0693031166491896	0.139251054619859	0.0943147136879935	0.0687902464248187	0.060841452082517	-0.0484017947932006	0.154217197740547	-0.00911800906549078
RP3-467L1.4	0.0123909596525059	-0.00990048019382952	-0.00213396829895947	-0.0196447517323322	-0.0150320745969047	0.00226764043678623	-0.00971411110726702	0.0193449814316547
UTS2	0.00923162907529943	-0.00930177888397236	-0.0255708121359262	-0.0204619214426262	-0.026190985363185	0.00403348972737293	-0.0189072906632303	0.0338011693296753
TNFRSF9	0.0380820885842409	-0.0228255386214415	-0.0400933500304056	-0.0348257347069011	-0.0451603900730693	0.00747645324266077	-0.0149631680060348	0.0527372913383497
PARK7	0.0969841108258013	0.361097849811051	0.295753850057194	0.255484400177943	0.194806245936363	0.0836255703038889	0.304573901149096	-0.133716316102703
ERRFI1	0.187323628820613	0.243473044005727	0.165195404049284	0.135765446781341	0.138469567607703	-0.0899555434370759	0.300200458394009	-0.0561264217677431
RP11-431K24.1	0.011873818043843	0.021933282098813	0.0142734218802717	0.0235712160289831	0.0278104459527323	-0.00502359665289876	0.0273586053265815	-0.0247273206086984
RP11-431K24.4	-0.00229687517923908	-0.00665581001304137	-0.00498601179188407	-0.00472420387168313	-0.00401345877720502	0.00226988491233629	-0.00124875158364329	0.00804401147618596
SLC45A1	0.054769461003154	0.183753848524844	0.158317619497757	0.159016693469586	0.145855567349491	-0.0202303269513629	0.191966954489713	-0.0911656086346112
RERE	-0.053205163660405	0.19683691539987	0.241991110804506	0.308076572465908	0.30179281078167	-0.0100199398470106	0.258618127873147	-0.197204782133459
RP5-1115A15.1	0.00340428184026366	0.027134483505576	0.0205508325153976	0.00652764242624821	0.00943963859543238	0.0134317146228274	0.0192050684132089	-0.0110827638361396
ENO1	0.47241891295302	0.240190698877017	0.0665900107733745	-0.0724409823693272	-0.12049759575275	-0.0608103943705084	0.22947449095054	0.174193619408753
ENO1-AS1	0.03185872961318	0.0748661727805035	0.0560766158549679	0.0531640209131935	0.0531477016427766	-0.0298318495544409	0.0889834227702064	-0.0302817403663515
CA6	-0.0131361827230982	-0.00228607910829118	0.0106368851345084	0.00466842389833627	0.00285107618582442	0.0136651929978105	0.00673048313921863	-0.00786947415078835
SLC2A5	0.154642284673687	-0.182124284323122	-0.26924415698035	-0.329467707055043	-0.353122394262672	0.0621795393843946	-0.230357464670927	0.44535844212675
GPR157	0.044646038314312	0.012291160947589	-0.00663448680314433	-0.0180581729423311	-0.0201942647941335	0.0161832868499912	0.00677992530714665	0.0366302264657006
RP3-510D11.2	0.0642883426047109	0.122505177528816	0.0752705437373142	0.050314134634422	0.0375201334509473	-0.0633176614194103	0.135198890776126	-0.0113944152743651
H6PD	0.141107578019269	0.215353344152763	0.126247403119494	0.0760990035440869	0.0598661980285696	-0.0843130883630143	0.220470663497893	0.0364632965853746
SPSB1	0.169195203728968	0.14336679341086	0.0737873385756392	0.0632876275358351	0.0331014500001841	-0.0401605304485501	0.155242925159103	0.0174924650582559
SLC25A33	0.0951073186864263	0.267149604387167	0.220870904384717	0.218694044505093	0.210719162915101	-0.0308810563322077	0.303399150611642	-0.107243222872711
TMEM201	0.0392022942731632	0.194279172309932	0.160058533817895	0.135368463476622	0.131778302431905	-0.0723560502096858	0.218156318241345	-0.0775699114785829
PIK3CD	0.0679181365955451	-0.0368668876854647	-0.0729199024561684	-0.0806500665842278	-0.0849282766053286	-0.0152217326090606	-0.03453577693404	0.141656999036151
CLSTN1	-0.00577264882532526	0.331330863470771	0.334256025384023	0.328056338690601	0.318184700424435	0.032941625811449	0.338927643613267	-0.209533117866455
CTNNBIP1	0.0366586087328804	0.249054106731336	0.246578186314789	0.281607967727782	0.258835971109865	-0.0241713621901186	0.294053299972603	-0.137639583436605
RP11-84A14.5	0.0208887926069129	0.0336852035502251	0.0245399690209312	0.00912522754678564	0.00987696010029676	-0.0111504080089948	0.0331184916841539	0.000571397522050203
LZIC	0.130788314951549	0.208205177484301	0.158022953136041	0.13871646015033	0.113116182698778	-0.0256266072173367	0.221503616932419	-0.0219367882333203
NMNAT1	0.0921880954818564	0.221299680679227	0.162656115855451	0.125828366231648	0.105413040883714	-0.0748636204900609	0.234694206267119	-0.0388510347073503
RBP7	0.0142416133863291	0.029094012480976	0.0482428691428907	-0.0191688043805902	-0.025782201415277	0.0785041268490734	0.0341988875703085	0.0505411297025662
UBE4B	0.0296932977951014	0.174919264620616	0.152322589760916	0.13825586536903	0.129756591695651	-0.0243403606428613	0.200440804536152	-0.0676767125480179
KIF1B	-0.0590391126371198	0.376996663804698	0.418680449554753	0.434420393924987	0.427119248183331	0.0362771274584714	0.406376210225673	-0.314420082577928
